merchant_name,category,random_products,merchant_description
WARMINDO CJDW,Jajanan/Bakmie/Cepat saji,"['Toping Bakso', 'Kopi Gooday Day Cappuccino', 'MIE Original Cjdw 2 Bungkus + Telur', 'Chocolatos Dingin/Hangat', 'Toping Siomay']","WARMINDO CJDW adalah tempat yang tepat untuk menikmati jajanan cepat saji yang menggugah selera. Dengan pilihan menu seperti Bakmie yang lezat, serta berbagai toping seperti Bakso dan Siomay, Anda dapat merasakan kenikmatan di setiap suapan. Nikmati juga minuman santai seperti Kopi Gooday Day Cappuccino atau Chocolatos, sempurna untuk melengkapi pengalaman kuliner Anda."
WARUNG MBAKNET,Minuman/Jajanan/Cepat saji,"['BASO ACI LEMAK', 'BASO ACI LAVA', 'BASO ACI ORIGINAL FROZEN', 'BASO ACI LEMAK FROZEN', 'BASO ACI LAVA FROZEN']","WARUNG MBAKNET hadir untuk memanjakan lidah Anda dengan berbagai pilihan minuman dan jajanan cepat saji yang menggugah selera. Spesialisasi kami terletak pada sajian Baso Aci yang lezat dan kenyal, seperti Baso Aci Lemak dan Baso Aci Lava, yang cocok untuk dinikmati kapan saja. Setiap produk kami, termasuk yang dalam versi frozen, dibuat dengan bahan berkualitas untuk memastikan cita rasa terbaik dalam setiap gigitan."
"WarPAS, Comunale",Bakmie/Aneka nasi/Ayam & bebek,"['INDOMIE GIMBAL', 'MIE AYAM', 'MIE AYAM JAMUR', 'INTERNET', 'INTEL']","WarPAS, Comunale adalah tempat yang tepat untuk kamu yang mencari hidangan bakmi dan aneka nasi yang menggugah selera. Dengan variasi menu yang kaya, seperti Mie Ayam dan Mie Ayam Jamur, kami juga menawarkan pilihan unik seperti Indomie Gimbal yang pasti akan memuaskan craving kamu. Nikmati kelezatan ayam dan bebek yang tersaji dengan cita rasa autentik dalam suasana yang nyaman."
Warkop 4D Qyuuu,Ayam & bebek/Aneka nasi,"['Kopi Hitam Adukan', 'Nasi Sambelan Ayam', 'Sambelan  Komplit', 'Nasi Ayam Geprek Sambel Nyoyor', 'Nasi Telur Geprek']","Warkop 4D Qyuuu menyajikan hidangan istimewa dengan fokus pada ayam, bebek, dan aneka nasi yang memanjakan lidah. Nikmati berbagai varian kuliner seperti Nasi Ayam Geprek Sambel Nyoyor dan Kopi Hitam Adukan yang siap memberikan pengalaman makan yang memuaskan. Pilihan menu kami cocok untuk segala suasana, baik untuk santap siang maupun malam."
"Waroeng Redjo, Sidoarjo",Minuman/Aneka nasi/Ayam & bebek,"['Udang Asam Manis', 'Tahu / Tempe Goreng', 'Paket Nasi Kotak Ayam Goreng 1 / 4 Ekor', 'Bandeng Bakar Khas Sidoarjo Tanpa Duri', 'Botok Rempelo Ati']","Waroeng Redjo di Sidoarjo menawarkan berbagai pilihan kuliner lezat yang menggabungkan cita rasa tradisional dan modern. Dengan fokus pada minuman segar, aneka nasi, serta hidangan ayam dan bebek, pelanggan dapat menikmati berbagai hidangan seperti Paket Nasi Kotak Ayam Goreng dan Bandeng Bakar Khas Sidoarjo. Tidak ketinggalan, nikmati juga camilan seperti Tahu / Tempe Goreng yang sempurna sebagai pendamping santapan Anda."
"Warung Barokah, Gubeng",Aneka nasi/Minuman/Jajanan,"['Kebab Mini Barokah', 'mie lidi go rasa seaweed,kimchi,hot samyang,asin gurih,matcha,bulgogi Bbq', 'Taci lumer(tahu aci) isi 4pcs', 'Es Nutrisari Jeruk', 'Es Teh']","Warung Barokah di Gubeng adalah tempat yang tepat untuk menemukan aneka nasi, minuman segar, dan jajanan lezat. Nikmati kombinasi unik dari menu kami, seperti Kebab Mini Barokah dan berbagai varian mie lidi dengan rasa eksotis, serta jajanan khas seperti Taci Lumer yang pasti memanjakan lidah. Jangan lewatkan juga pilihan minuman penyegar seperti Es Nutrisari Jeruk dan Es Teh yang akan melengkapi pengalaman kuliner Anda."
"Warung Kongdhe, Bubutan",Aneka nasi,"['Pisang Goreng', 'Kerupuk Mawar', 'Rempeyek Kacang', 'Nasi Penyetan', 'Es Jeruk']","Warung Kongdhe di Bubutan adalah tempat yang ideal untuk menikmati aneka nasi yang lezat dan menggoda selera. Selain nasi penyetan yang menjadi andalan, Anda juga bisa menemukan camilan tradisional seperti pisang goreng, kerupuk mawar, dan rempeyek kacang yang semakin melengkapi pengalaman bersantap. Dengan suasana yang hangat dan menu yang variatif, Warung Kongdhe siap memanjakan lidah Anda kapan saja."
"Warung Mentok, Gayungsari",Aneka nasi/Minuman/Ayam & bebek/Bakmie,"['Jus Wortel', 'Jus Nanas', 'Nasi Ayam Rica - Rica', 'Nasi Bebek Goreng', 'Sayur Asem']","Warung Mentok di Gayungsari adalah tempat yang tepat untuk menikmati aneka hidangan lezat yang menggabungkan cita rasa nasi, minuman segar, serta ayam dan bebek yang menggugah selera. Dengan pilihan seperti Nasi Ayam Rica-Rica dan Nasi Bebek Goreng yang kaya rasa, ditambah dengan minuman menyegarkan seperti Jus Wortel dan Jus Nanas, setiap kunjungan akan memberikan pengalaman kuliner yang memuaskan. Tak ketinggalan, hidangan seperti Sayur Asem yang menyempurnakan setiap sajian, menambah keunikan dan kelezatan di Warung Mentok."
Warung Pindo,Aneka nasi/Chinese/Seafood,"['Nasi Goreng Omelette', 'Es Teh', 'Cah Kangkung Terasi', 'Jeruk Nipis', 'Milkshake Coklat']","Warung Pindo menyajikan aneka hidangan nasi, masakan Chinese, dan seafood yang menggugah selera. Dengan menu bervariasi mulai dari Nasi Goreng Omelette yang lezat hingga Cah Kangkung Terasi yang segar, setiap pilihan di sini menghadirkan cita rasa yang otentik dan menggoda. Nikmati juga minuman seperti Es Teh dan Milkshake Coklat untuk melengkapi pengalaman bersantap Anda."
Warung Sego BHS,Aneka nasi/Cepat saji,"['Es Jeruk', 'Krupuk Tengiri', 'Es Teh', 'Juice Alpokat', 'Sinom']","Warung Sego BHS adalah tempat yang tepat untuk menikmati aneka nasi dan cepat saji yang menggugah selera. Dengan pilihan menu yang beragam, Anda bisa menambah kesegaran hidangan Anda dengan minuman segar seperti Es Jeruk dan Juice Alpokat, atau snack nikmat seperti Krupuk Tengiri. Pilihan yang sempurna untuk santapan cepat di tengah aktivitas Anda!"
"Warung Wader, Pahlawan",Cepat saji/Seafood/Aneka nasi,"['Teh Hangat', 'Nasi Ayam Kampung', 'Nasi Ayam Kampung Telor', 'Nasi Ayam Kampung Belut', 'Lele Tanpa Nasi']","Warung Wader, Pahlawan, adalah pilihan tepat untuk pecinta cepat saji dan seafood dengan berbagai pilihan aneka nasi yang menggugah selera. Nikmati hidangan sederhana namun lezat seperti Nasi Ayam Kampung atau Lele Tanpa Nasi, yang siap memuaskan rasa lapar Anda dalam sekejap. Dengan suasana yang nyaman, Warung Wader siap menyajikan cita rasa autentik yang membuat Anda ingin datang kembali."
"Wingstop, Jemursari",Jajanan/Cepat saji/Barat/Ayam & bebek/Aneka nasi,"['Tea Shake with Coco Bits', 'Plain Rice Set', 'Classic Wings 7 pcs', 'Churros 5 Pcs', 'Iced Milo']","Wingstop Jemursari adalah tempat yang tepat untuk pencinta jajanan cepat saji dengan sentuhan barat yang menggugah selera. Menawarkan berbagai pilihan ayam dan bebek yang lezat, serta aneka nasi yang menggoda, Anda dapat menikmati hidangan seperti Classic Wings dan Plain Rice Set dalam suasana yang nyaman. Selain itu, nikmati juga camilan manis seperti Churros dan berbagai minuman segar seperti Tea Shake with Coco Bits untuk melengkapi pengalaman bersantap Anda."
"Wong Soeroboyo, PTC",Aneka nasi,"['Nasi Putih', 'Es Jeruk Manis Small', 'Nasi Rawon Wong Soeroboyo', 'Es Cao Small', 'Tahu Campur Wong Soeroboyo']","Wong Soeroboyo, PTC adalah tempat yang ideal untuk pecinta kuliner nasi dan hidangan tradisional Indonesia. Menawarkan aneka pilihan nasi yang menggugah selera, toko ini juga menyediakan minuman segar untuk melengkapi pengalaman bersantap Anda. Nikmati sajian khas seperti Nasi Rawon dan Tahu Campur yang siap memanjakan lidah Anda."
"XIBOBA, SDO Gedangan",Minuman,"['Black Tea Macchiato', 'Salted Caramel Dalgona Boba', 'Signature Matcha Dalgona With Hokkaido Milk Pudding', 'Salted Caramel Biscoff Dalgona with hokkaido milk pudding', 'Dirty Biscoff Dalgona with hokkaido milk pudding']","XIBOBA di SDO Gedangan adalah destinasi tepat bagi para pecinta minuman boba yang ingin menikmati sensasi rasa yang unik dan menggugah selera. Dengan berbagai pilihan minuman seperti Black Tea Macchiato dan Salted Caramel Dalgona Boba, setiap tegukan menawarkan kepuasan tersendiri. Yuk, eksplorasi cita rasa khas dari Signature Matcha Dalgona hingga Dirty Biscoff Dalgona, yang siap memanjakan lidah Anda!"
"XIBOBA, Tenggilis Surabaya",Minuman,"['Signature Dalgona Boba', 'Salted Caramel Biscoff Dalgona with hokkaido milk pudding', 'Forest Berry Sakura Macchiato', 'Yuzu Sakura Macchiato', 'Salted Caramel Dalgona Boba']","XIBOBA di Tenggilis Surabaya adalah tempat yang tepat bagi pecinta minuman boba dengan kreasi unik dan rasa yang menggoda. Nikmati berbagai varian seperti Signature Dalgona Boba yang creamy, atau Salted Caramel Biscoff Dalgona yang memanjakan lidah. Setiap produk di sini diracik dengan penuh cinta, menjadikan setiap tegukan pengalaman yang tak terlupakan."
"XIBOBA, Tunjungan Plaza",Minuman,"['Black Tea Macchiato', 'Signature Matcha Dalgona With Hokkaido Milk Pudding', 'Croffle', 'Crunchy Signature Kakao', 'Brown Sugar Dalgona Boba']","XIBOBA di Tunjungan Plaza adalah pilihan tepat bagi pecinta minuman kekinian yang menyegarkan. Menawarkan berbagai varian teh dan kopi yang inovatif, seperti Black Tea Macchiato dan Signature Matcha Dalgona With Hokkaido Milk Pudding, XIBOBA juga menyajikan camilan lezat seperti Croffle dan Crunchy Signature Kakao yang cocok untuk menemani minuman Anda. Jadikan pengalaman ngopi dan bersantai Anda lebih istimewa di sini!"
"Yakini, Krian",Bakmie/Kopi/Minuman,"['NUGGET', 'MATCHA HOKKAIDO', 'LYCHEE POPPING YAKULT', 'RAINBOW BERRY YAKULT', 'GRAPE YAKULT']","Yakini di Krian adalah tempat yang tepat untuk menikmati hidangan Bakmie yang lezat serta beragam kopi dan minuman segar. Dengan pilihan produk yang menggugah selera seperti NUGGET dan berbagai varian Yakult seperti LYCHEE POPPING dan RAINBOW BERRY, Yakini siap memberikan pengalaman kuliner yang memuaskan dan menyegarkan. Nikmati setiap suapan dan tegukan dalam suasana yang nyaman dan penuh inovasi."
"Yasaka Fried Chicken, Sukolegok",Aneka nasi/Ayam & bebek/Cepat saji,"['Promo Opening Cuman 10 Ribu Dapat 1 Ayam Crispy Yasaka Free Nasi', 'Promo Opening Beli 2 Paket Yummy 1 Gratis 1 Ayam Crispy Yasaka', 'Geprek 1 (Nasi + Ayam Paha Bawah/Sayap + Sambal Bawang)', 'YUMMY 2 (Ayam Dada/Paha Atas + Nasi)', 'Chicken Nugget Yasaka']","Yasaka Fried Chicken di Sukolegok menawarkan berbagai pilihan nasi, ayam, dan bebek dengan kelezatan yang menggiurkan dan cepat saji. Nikmati berbagai promo menarik seperti ayam crispy dan paket spesial yang cocok untuk semua selera. Dengan menu yang bervariasi, termasuk geprek dan chicken nugget, Anda pasti akan menemukan hidangan yang memuaskan."
"Zeger!, Sidoarjo",Minuman/Kopi,"['Mojito Mint', 'SELITER KEZEGERAN 2', 'Thai Tea Cheese Large', 'Dalgona Chocolate', 'Mango Peach']","Zeger! di Sidoarjo adalah pusatnya minuman segar dan kreasi kopi yang siap memanjakan lidah Anda. Dengan berbagai pilihan mulai dari Mojito Mint yang menyegarkan hingga Dalgona Chocolate yang kaya rasa, setiap gelas diracik dengan cinta dan perhatian. Nikmati kombinasi unik seperti Thai Tea Cheese Large dan SELITER KEZEGERAN 2 untuk pengalaman minum yang tak terlupakan."
bebek canggih,Ayam & bebek,"['Nasi Bebek Besar', 'Nasi Bebek', 'Bebek Canggih Besar', 'Ayam', 'air mineral']","Di Ayam & Bebek, kami menyajikan pilihan hidangan yang menggugah selera, fokus pada bebek dan ayam yang diolah secara canggih untuk menciptakan rasa yang tak terlupakan. Nikmati kelezatan kami melalui berbagai pilihan, seperti Nasi Bebek dan Bebek Canggih Besar, serta pilihan tambahan seperti air mineral untuk menyempurnakan santapan Anda. Kami berkomitmen untuk memberikan pengalaman kuliner yang berkualitas melalui bahan-bahan segar dan resep tradisional yang inovatif."
